,image,superpixels,compactness,model,shap_value,predicted,predicted_var,P(e = 0)
9,Llama.png,40,1000,alexnet,0.30608276946244484,[10.30399698],[1.35773236],0.41501904660786104
10,Llama.png,40,1000,alexnet,0.34375921357144534,[10.30399698],[1.35773236],0.41501904660786104
11,Llama.png,40,1000,alexnet,0.48596543032852724,[10.30399698],[1.35773236],0.41501904660786104
12,Llama.png,40,1000,alexnet,0.49209359750555004,[10.30399698],[1.35773236],0.41501904660786104
13,Llama.png,40,1000,alexnet,-0.013215592911582696,[10.30399698],[1.35773236],0.41501904660786104
14,Llama.png,40,1000,alexnet,-0.16872222033818884,[10.30399698],[1.35773236],0.41501904660786104
15,Llama.png,40,1000,alexnet,-0.08124134588337739,[10.30399698],[1.35773236],0.41501904660786104
16,Llama.png,40,1000,alexnet,0.1130609308745858,[10.30399698],[1.35773236],0.41501904660786104
17,Llama.png,40,1000,alexnet,0.8701774810168477,[10.30399698],[1.35773236],0.41501904660786104
18,Llama.png,40,1000,alexnet,0.8519367268192597,[10.30399698],[1.35773236],0.41501904660786104
19,Llama.png,40,1000,alexnet,-0.21583237747940753,[10.30399698],[1.35773236],0.41501904660786104
20,Llama.png,40,1000,alexnet,0.22375860311415874,[10.30399698],[1.35773236],0.41501904660786104
21,Llama.png,40,1000,alexnet,-0.6759606743214501,[10.30399698],[1.35773236],0.41501904660786104
22,Llama.png,40,1000,alexnet,-0.5994351384219119,[10.30399698],[1.35773236],0.41501904660786104
23,Llama.png,40,1000,alexnet,1.258006914918158,[10.30399698],[1.35773236],0.41501904660786104
24,Llama.png,40,1000,alexnet,0.777431475838759,[10.30399698],[1.35773236],0.41501904660786104
25,Llama.png,40,1000,alexnet,-0.4104174759503749,[10.30399698],[1.35773236],0.41501904660786104
26,Llama.png,40,1000,alexnet,-0.44187596380626815,[10.30399698],[1.35773236],0.41501904660786104
27,Llama.png,40,1000,alexnet,-0.24979340528862792,[10.30399698],[1.35773236],0.41501904660786104
28,Llama.png,40,1000,alexnet,0.2867523237105103,[10.30399698],[1.35773236],0.41501904660786104
29,Llama.png,40,1000,alexnet,1.2601279381437918,[10.30399698],[1.35773236],0.41501904660786104
30,Llama.png,40,1000,alexnet,0.08668580466614184,[10.30399698],[1.35773236],0.41501904660786104
31,Llama.png,40,1000,alexnet,1.5738964409937921,[10.30399698],[1.35773236],0.41501904660786104
32,Llama.png,40,1000,alexnet,0.5918706873117126,[10.30399698],[1.35773236],0.41501904660786104
33,Llama.png,40,1000,alexnet,1.7548647476269332,[10.30399698],[1.35773236],0.41501904660786104
34,Llama.png,40,1000,alexnet,1.0573363343005844,[10.30399698],[1.35773236],0.41501904660786104
35,Llama.png,40,1000,alexnet,2.079496115151196,[10.30399698],[1.35773236],0.41501904660786104
0,Llama.png,40,1000,alexnet,0.2474879559501506,[10.30399698],[1.74078829],0.32369518726466545
1,Llama.png,40,1000,alexnet,-0.04533403692844029,[10.30399698],[1.74078829],0.32369518726466545
2,Llama.png,40,1000,alexnet,0.039498305005361445,[10.30399698],[1.74078829],0.32369518726466545
3,Llama.png,40,1000,alexnet,-0.022511082027538265,[10.30399698],[1.74078829],0.32369518726466545
4,Llama.png,40,1000,alexnet,-0.18412294059120526,[10.30399698],[1.74078829],0.32369518726466545
5,Llama.png,40,1000,alexnet,0.15052469694554826,[10.30399698],[1.74078829],0.32369518726466545
6,Llama.png,40,1000,alexnet,0.16701605669324682,[10.30399698],[1.74078829],0.32369518726466545
7,Llama.png,40,1000,alexnet,0.9773424830742039,[10.30399698],[1.74078829],0.32369518726466545
8,Llama.png,40,1000,alexnet,3.9528768562163243,[10.30399698],[1.74078829],0.32369518726466545
9,Llama.png,40,1000,alexnet,-0.3072096804138047,[10.30399698],[1.74078829],0.32369518726466545
10,Llama.png,40,1000,alexnet,-0.08153326337562739,[10.30399698],[1.74078829],0.32369518726466545
11,Llama.png,40,1000,alexnet,0.1759472902893675,[10.30399698],[1.74078829],0.32369518726466545
12,Llama.png,40,1000,alexnet,0.35371336380026186,[10.30399698],[1.74078829],0.32369518726466545
13,Llama.png,40,1000,alexnet,-0.31540667869917804,[10.30399698],[1.74078829],0.32369518726466545
14,Llama.png,40,1000,alexnet,1.2951182280693465,[10.30399698],[1.74078829],0.32369518726466545
15,Llama.png,40,1000,alexnet,-0.2548447634427262,[10.30399698],[1.74078829],0.32369518726466545
16,Llama.png,40,1000,alexnet,-0.9555260948522397,[10.30399698],[1.74078829],0.32369518726466545
17,Llama.png,40,1000,alexnet,0.1854498450676214,[10.30399698],[1.74078829],0.32369518726466545
18,Llama.png,40,1000,alexnet,0.05526122318646465,[10.30399698],[1.74078829],0.32369518726466545
19,Llama.png,40,1000,alexnet,0.09694862741010724,[10.30399698],[1.74078829],0.32369518726466545
20,Llama.png,40,1000,alexnet,1.5599808766551906,[10.30399698],[1.74078829],0.32369518726466545
21,Llama.png,40,1000,alexnet,0.8939977981457385,[10.30399698],[1.74078829],0.32369518726466545
22,Llama.png,40,1000,alexnet,0.41392150452466314,[10.30399698],[1.74078829],0.32369518726466545
23,Llama.png,40,1000,alexnet,0.8301831131598281,[10.30399698],[1.74078829],0.32369518726466545
24,Llama.png,40,1000,alexnet,0.2665883000049636,[10.30399698],[1.74078829],0.32369518726466545
25,Llama.png,40,1000,alexnet,1.4549589042643216,[10.30399698],[1.74078829],0.32369518726466545
26,Llama.png,40,1000,alexnet,2.2963898885447027,[10.30399698],[1.74078829],0.32369518726466545
27,Llama.png,40,1000,alexnet,-0.15191892469209822,[10.30399698],[1.74078829],0.32369518726466545
28,Llama.png,40,1000,alexnet,-0.6445243273676446,[10.30399698],[1.74078829],0.32369518726466545
29,Llama.png,40,1000,alexnet,2.1363964972922598,[10.30399698],[1.74078829],0.32369518726466545
30,Llama.png,40,1000,alexnet,1.1260151168665589,[10.30399698],[1.74078829],0.32369518726466545
31,Llama.png,40,1000,alexnet,0.5083809484721309,[10.30399698],[1.74078829],0.32369518726466545
32,Llama.png,40,1000,alexnet,1.6017598055219446,[10.30399698],[1.74078829],0.32369518726466545
33,Llama.png,40,1000,alexnet,0.9336802399151019,[10.30399698],[1.74078829],0.32369518726466545
34,Llama.png,40,1000,alexnet,0.9877719143463057,[10.30399698],[1.74078829],0.32369518726466545
35,Llama.png,40,1000,alexnet,0.9663317275678578,[10.30399698],[1.74078829],0.32369518726466545
0,Llama.png,50,10,alexnet,1.061008625916498,[10.30399699],[1.52024068],0.37065498694217924
1,Llama.png,50,10,alexnet,0.14060655378644782,[10.30399699],[1.52024068],0.37065498694217924
2,Llama.png,50,10,alexnet,1.0030879530002625,[10.30399699],[1.52024068],0.37065498694217924
3,Llama.png,50,10,alexnet,1.3340366009961793,[10.30399699],[1.52024068],0.37065498694217924
4,Llama.png,50,10,alexnet,0.8536331113558622,[10.30399699],[1.52024068],0.37065498694217924
5,Llama.png,50,10,alexnet,0.5842391996570222,[10.30399699],[1.52024068],0.37065498694217924
6,Llama.png,50,10,alexnet,0.7561060958645096,[10.30399699],[1.52024068],0.37065498694217924
7,Llama.png,50,10,alexnet,0.3033419929041399,[10.30399699],[1.52024068],0.37065498694217924
8,Llama.png,50,10,alexnet,-0.18288569113898134,[10.30399699],[1.52024068],0.37065498694217924
9,Llama.png,50,10,alexnet,0.4880799881965885,[10.30399699],[1.52024068],0.37065498694217924
10,Llama.png,50,10,alexnet,-0.02820475787411425,[10.30399699],[1.52024068],0.37065498694217924
11,Llama.png,50,10,alexnet,1.0304840440113514,[10.30399699],[1.52024068],0.37065498694217924
12,Llama.png,50,10,alexnet,0.1920605736764358,[10.30399699],[1.52024068],0.37065498694217924
13,Llama.png,50,10,alexnet,-0.11513738293902076,[10.30399699],[1.52024068],0.37065498694217924
14,Llama.png,50,10,alexnet,-0.19239052114416388,[10.30399699],[1.52024068],0.37065498694217924
15,Llama.png,50,10,alexnet,-1.3775553838521857,[10.30399699],[1.52024068],0.37065498694217924
16,Llama.png,50,10,alexnet,1.0270251758364992,[10.30399699],[1.52024068],0.37065498694217924
17,Llama.png,50,10,alexnet,-0.9763106175455238,[10.30399699],[1.52024068],0.37065498694217924
18,Llama.png,50,10,alexnet,-0.8746683497867149,[10.30399699],[1.52024068],0.37065498694217924
19,Llama.png,50,10,alexnet,0.45268688001129886,[10.30399699],[1.52024068],0.37065498694217924
20,Llama.png,50,10,alexnet,0.6855543665366128,[10.30399699],[1.52024068],0.37065498694217924
21,Llama.png,50,10,alexnet,0.11418549343713202,[10.30399699],[1.52024068],0.37065498694217924
22,Llama.png,50,10,alexnet,0.05180172937126315,[10.30399699],[1.52024068],0.37065498694217924
23,Llama.png,50,10,alexnet,-0.12362250729882707,[10.30399699],[1.52024068],0.37065498694217924
24,Llama.png,50,10,alexnet,-1.4190108458678985,[10.30399699],[1.52024068],0.37065498694217924
25,Llama.png,50,10,alexnet,-1.190384348677684,[10.30399699],[1.52024068],0.37065498694217924
26,Llama.png,50,10,alexnet,-0.5431648008392562,[10.30399699],[1.52024068],0.37065498694217924
27,Llama.png,50,10,alexnet,0.9040097485319691,[10.30399699],[1.52024068],0.37065498694217924
28,Llama.png,50,10,alexnet,-0.008930262186086502,[10.30399699],[1.52024068],0.37065498694217924
29,Llama.png,50,10,alexnet,0.15883646910917193,[10.30399699],[1.52024068],0.37065498694217924
30,Llama.png,50,10,alexnet,0.8385031451053462,[10.30399699],[1.52024068],0.37065498694217924
31,Llama.png,50,10,alexnet,0.27274696719039015,[10.30399699],[1.52024068],0.37065498694217924
32,Llama.png,50,10,alexnet,0.5537322553144723,[10.30399699],[1.52024068],0.37065498694217924
33,Llama.png,50,10,alexnet,2.5378447894058134,[10.30399699],[1.52024068],0.37065498694217924
34,Llama.png,50,10,alexnet,1.6278606348951876,[10.30399699],[1.52024068],0.37065498694217924
35,Llama.png,50,10,alexnet,1.677709517253041,[10.30399699],[1.52024068],0.37065498694217924
36,Llama.png,50,10,alexnet,-1.4883672043403333,[10.30399699],[1.52024068],0.37065498694217924
37,Llama.png,50,10,alexnet,0.4431778877823729,[10.30399699],[1.52024068],0.37065498694217924
38,Llama.png,50,10,alexnet,1.4002202094877338,[10.30399699],[1.52024068],0.37065498694217924
39,Llama.png,50,10,alexnet,1.8966361672521606,[10.30399699],[1.52024068],0.37065498694217924
40,Llama.png,50,10,alexnet,1.73598699739029,[10.30399699],[1.52024068],0.37065498694217924
41,Llama.png,50,10,alexnet,1.3794290410012908,[10.30399699],[1.52024068],0.37065498694217924
42,Llama.png,50,10,alexnet,1.6769024984973697,[10.30399699],[1.52024068],0.37065498694217924
0,Llama.png,50,10,alexnet,0.6411558947435783,[10.30399699],[1.38954765],0.4055167093139097
1,Llama.png,50,10,alexnet,0.3802616985987344,[10.30399699],[1.38954765],0.4055167093139097
2,Llama.png,50,10,alexnet,0.38991693780460324,[10.30399699],[1.38954765],0.4055167093139097
3,Llama.png,50,10,alexnet,0.35750810388431287,[10.30399699],[1.38954765],0.4055167093139097
4,Llama.png,50,10,alexnet,0.0681194359162971,[10.30399699],[1.38954765],0.4055167093139097
5,Llama.png,50,10,alexnet,-0.17197895485553305,[10.30399699],[1.38954765],0.4055167093139097
6,Llama.png,50,10,alexnet,0.08234970240044603,[10.30399699],[1.38954765],0.4055167093139097
7,Llama.png,50,10,alexnet,-0.1282210665473773,[10.30399699],[1.38954765],0.4055167093139097
8,Llama.png,50,10,alexnet,2.4581190528994052,[10.30399699],[1.38954765],0.4055167093139097
9,Llama.png,50,10,alexnet,0.12902821904492212,[10.30399699],[1.38954765],0.4055167093139097
10,Llama.png,50,10,alexnet,0.31154520158284527,[10.30399699],[1.38954765],0.4055167093139097
11,Llama.png,50,10,alexnet,4.014068011473569,[10.30399699],[1.38954765],0.4055167093139097
12,Llama.png,50,10,alexnet,-0.015303947193376022,[10.30399699],[1.38954765],0.4055167093139097
13,Llama.png,50,10,alexnet,-0.1810041732384251,[10.30399699],[1.38954765],0.4055167093139097
14,Llama.png,50,10,alexnet,-0.24375650968397888,[10.30399699],[1.38954765],0.4055167093139097
15,Llama.png,50,10,alexnet,-0.14386583738096936,[10.30399699],[1.38954765],0.4055167093139097
16,Llama.png,50,10,alexnet,-0.066520120270396,[10.30399699],[1.38954765],0.4055167093139097
17,Llama.png,50,10,alexnet,-0.185055102772413,[10.30399699],[1.38954765],0.4055167093139097
18,Llama.png,50,10,alexnet,-0.379550445100028,[10.30399699],[1.38954765],0.4055167093139097
19,Llama.png,50,10,alexnet,-0.17463193348344852,[10.30399699],[1.38954765],0.4055167093139097
20,Llama.png,50,10,alexnet,1.3432196286181903,[10.30399699],[1.38954765],0.4055167093139097
21,Llama.png,50,10,alexnet,0.27310192704508074,[10.30399699],[1.38954765],0.4055167093139097
22,Llama.png,50,10,alexnet,-0.4738316375341656,[10.30399699],[1.38954765],0.4055167093139097
23,Llama.png,50,10,alexnet,-0.017383109121608786,[10.30399699],[1.38954765],0.4055167093139097
24,Llama.png,50,10,alexnet,0.9407514407562649,[10.30399699],[1.38954765],0.4055167093139097
25,Llama.png,50,10,alexnet,0.016946045797096243,[10.30399699],[1.38954765],0.4055167093139097
26,Llama.png,50,10,alexnet,0.45390806588922317,[10.30399699],[1.38954765],0.4055167093139097
27,Llama.png,50,10,alexnet,0.9213100878299523,[10.30399699],[1.38954765],0.4055167093139097
28,Llama.png,50,10,alexnet,-0.08278090715141317,[10.30399699],[1.38954765],0.4055167093139097
29,Llama.png,50,10,alexnet,0.5110845565407804,[10.30399699],[1.38954765],0.4055167093139097
30,Llama.png,50,10,alexnet,0.43729033039831,[10.30399699],[1.38954765],0.4055167093139097
31,Llama.png,50,10,alexnet,0.41857052276210904,[10.30399699],[1.38954765],0.4055167093139097
32,Llama.png,50,10,alexnet,0.8355631693793404,[10.30399699],[1.38954765],0.4055167093139097
33,Llama.png,50,10,alexnet,0.8070019525016958,[10.30399699],[1.38954765],0.4055167093139097
34,Llama.png,50,10,alexnet,1.0284863834824547,[10.30399699],[1.38954765],0.4055167093139097
35,Llama.png,50,10,alexnet,0.6187217624357904,[10.30399699],[1.38954765],0.4055167093139097
36,Llama.png,50,10,alexnet,-0.10158476076472933,[10.30399699],[1.38954765],0.4055167093139097
37,Llama.png,50,10,alexnet,1.200693121891013,[10.30399699],[1.38954765],0.4055167093139097
38,Llama.png,50,10,alexnet,1.4444909453946404,[10.30399699],[1.38954765],0.4055167093139097
39,Llama.png,50,10,alexnet,0.07976144604142732,[10.30399699],[1.38954765],0.4055167093139097
40,Llama.png,50,10,alexnet,0.3956726549647822,[10.30399699],[1.38954765],0.4055167093139097
41,Llama.png,50,10,alexnet,0.04531064659692641,[10.30399699],[1.38954765],0.4055167093139097
42,Llama.png,50,10,alexnet,-0.06826165781352378,[10.30399699],[1.38954765],0.4055167093139097
0,Llama.png,50,1000,alexnet,0.9039815872067067,[10.30399699],[1.39269178],0.40460121701106033
1,Llama.png,50,1000,alexnet,0.7487676495728044,[10.30399699],[1.39269178],0.40460121701106033
2,Llama.png,50,1000,alexnet,0.8558662167632036,[10.30399699],[1.39269178],0.40460121701106033
3,Llama.png,50,1000,alexnet,1.117042566092822,[10.30399699],[1.39269178],0.40460121701106033
4,Llama.png,50,1000,alexnet,1.1113844115324207,[10.30399699],[1.39269178],0.40460121701106033
5,Llama.png,50,1000,alexnet,0.9865567808888369,[10.30399699],[1.39269178],0.40460121701106033
6,Llama.png,50,1000,alexnet,1.3354151467077346,[10.30399699],[1.39269178],0.40460121701106033
7,Llama.png,50,1000,alexnet,0.5793521309255389,[10.30399699],[1.39269178],0.40460121701106033
8,Llama.png,50,1000,alexnet,0.0780772282209119,[10.30399699],[1.39269178],0.40460121701106033
9,Llama.png,50,1000,alexnet,0.6928664804250224,[10.30399699],[1.39269178],0.40460121701106033
10,Llama.png,50,1000,alexnet,0.561183413554629,[10.30399699],[1.39269178],0.40460121701106033
11,Llama.png,50,1000,alexnet,0.6538820908795553,[10.30399699],[1.39269178],0.40460121701106033
12,Llama.png,50,1000,alexnet,0.6417051183809486,[10.30399699],[1.39269178],0.40460121701106033
13,Llama.png,50,1000,alexnet,1.0799437359161561,[10.30399699],[1.39269178],0.40460121701106033
14,Llama.png,50,1000,alexnet,0.18661218241222866,[10.30399699],[1.39269178],0.40460121701106033
15,Llama.png,50,1000,alexnet,0.20540276831550663,[10.30399699],[1.39269178],0.40460121701106033
16,Llama.png,50,1000,alexnet,-0.20083808219416444,[10.30399699],[1.39269178],0.40460121701106033
17,Llama.png,50,1000,alexnet,0.06931847352511955,[10.30399699],[1.39269178],0.40460121701106033
18,Llama.png,50,1000,alexnet,0.22748651994540747,[10.30399699],[1.39269178],0.40460121701106033
19,Llama.png,50,1000,alexnet,0.33505672348572846,[10.30399699],[1.39269178],0.40460121701106033
20,Llama.png,50,1000,alexnet,1.0625487578912196,[10.30399699],[1.39269178],0.40460121701106033
21,Llama.png,50,1000,alexnet,-0.054937327024061844,[10.30399699],[1.39269178],0.40460121701106033
22,Llama.png,50,1000,alexnet,-0.4642474222142967,[10.30399699],[1.39269178],0.40460121701106033
23,Llama.png,50,1000,alexnet,-0.32648201354291473,[10.30399699],[1.39269178],0.40460121701106033
24,Llama.png,50,1000,alexnet,-0.601268801712072,[10.30399699],[1.39269178],0.40460121701106033
25,Llama.png,50,1000,alexnet,-0.0971705954788522,[10.30399699],[1.39269178],0.40460121701106033
26,Llama.png,50,1000,alexnet,0.3334205365311016,[10.30399699],[1.39269178],0.40460121701106033
27,Llama.png,50,1000,alexnet,1.1777667439406811,[10.30399699],[1.39269178],0.40460121701106033
28,Llama.png,50,1000,alexnet,0.1649144873215418,[10.30399699],[1.39269178],0.40460121701106033
29,Llama.png,50,1000,alexnet,-0.2534616805885026,[10.30399699],[1.39269178],0.40460121701106033
30,Llama.png,50,1000,alexnet,-0.5438075557706075,[10.30399699],[1.39269178],0.40460121701106033
31,Llama.png,50,1000,alexnet,-1.1040430544616626,[10.30399699],[1.39269178],0.40460121701106033
32,Llama.png,50,1000,alexnet,-0.6036472453850266,[10.30399699],[1.39269178],0.40460121701106033
33,Llama.png,50,1000,alexnet,-0.9554202789600215,[10.30399699],[1.39269178],0.40460121701106033
34,Llama.png,50,1000,alexnet,0.8933480036578461,[10.30399699],[1.39269178],0.40460121701106033
35,Llama.png,50,1000,alexnet,0.5307399467465355,[10.30399699],[1.39269178],0.40460121701106033
36,Llama.png,50,1000,alexnet,0.14163493862532128,[10.30399699],[1.39269178],0.40460121701106033
37,Llama.png,50,1000,alexnet,0.05365633843734052,[10.30399699],[1.39269178],0.40460121701106033
38,Llama.png,50,1000,alexnet,-0.023504072089989947,[10.30399699],[1.39269178],0.40460121701106033
39,Llama.png,50,1000,alexnet,-0.38857336072296,[10.30399699],[1.39269178],0.40460121701106033
40,Llama.png,50,1000,alexnet,-0.13141762721946204,[10.30399699],[1.39269178],0.40460121701106033
41,Llama.png,50,1000,alexnet,1.0575161026934148,[10.30399699],[1.39269178],0.40460121701106033
42,Llama.png,50,1000,alexnet,1.2312791595679693,[10.30399699],[1.39269178],0.40460121701106033
43,Llama.png,50,1000,alexnet,0.5125632515781722,[10.30399699],[1.39269178],0.40460121701106033
44,Llama.png,50,1000,alexnet,0.8539465826994252,[10.30399699],[1.39269178],0.40460121701106033
45,Llama.png,50,1000,alexnet,0.952502734102779,[10.30399699],[1.39269178],0.40460121701106033
46,Llama.png,50,1000,alexnet,0.6701229595348055,[10.30399699],[1.39269178],0.40460121701106033
47,Llama.png,50,1000,alexnet,0.948153457475525,[10.30399699],[1.39269178],0.40460121701106033
48,Llama.png,50,1000,alexnet,1.500557522458367,[10.30399699],[1.39269178],0.40460121701106033
0,Llama.png,50,1000,alexnet,0.4024009211396491,[10.30399699],[1.7421948],0.3234338608631264
1,Llama.png,50,1000,alexnet,0.1944195792707184,[10.30399699],[1.7421948],0.3234338608631264
2,Llama.png,50,1000,alexnet,0.5490057255205585,[10.30399699],[1.7421948],0.3234338608631264
3,Llama.png,50,1000,alexnet,0.13417084563388748,[10.30399699],[1.7421948],0.3234338608631264
4,Llama.png,50,1000,alexnet,0.09133762060758954,[10.30399699],[1.7421948],0.3234338608631264
5,Llama.png,50,1000,alexnet,0.26162419942282433,[10.30399699],[1.7421948],0.3234338608631264
6,Llama.png,50,1000,alexnet,0.5448212992619448,[10.30399699],[1.7421948],0.3234338608631264
7,Llama.png,50,1000,alexnet,0.15219205351351572,[10.30399699],[1.7421948],0.3234338608631264
8,Llama.png,50,1000,alexnet,-0.10841822527620426,[10.30399699],[1.7421948],0.3234338608631264
9,Llama.png,50,1000,alexnet,4.217455413321893,[10.30399699],[1.7421948],0.3234338608631264
10,Llama.png,50,1000,alexnet,0.3369020835895622,[10.30399699],[1.7421948],0.3234338608631264
11,Llama.png,50,1000,alexnet,-0.11374750820498747,[10.30399699],[1.7421948],0.3234338608631264
12,Llama.png,50,1000,alexnet,0.21450394893508395,[10.30399699],[1.7421948],0.3234338608631264
13,Llama.png,50,1000,alexnet,0.6046801935198394,[10.30399699],[1.7421948],0.3234338608631264
14,Llama.png,50,1000,alexnet,0.48923550013974104,[10.30399699],[1.7421948],0.3234338608631264
15,Llama.png,50,1000,alexnet,0.11571085964622796,[10.30399699],[1.7421948],0.3234338608631264
16,Llama.png,50,1000,alexnet,1.2713073390534833,[10.30399699],[1.7421948],0.3234338608631264
17,Llama.png,50,1000,alexnet,0.3103429301659606,[10.30399699],[1.7421948],0.3234338608631264
18,Llama.png,50,1000,alexnet,-0.28084139370537375,[10.30399699],[1.7421948],0.3234338608631264
19,Llama.png,50,1000,alexnet,-0.1694923106487991,[10.30399699],[1.7421948],0.3234338608631264
20,Llama.png,50,1000,alexnet,0.27551964792691397,[10.30399699],[1.7421948],0.3234338608631264
21,Llama.png,50,1000,alexnet,0.29558934877620047,[10.30399699],[1.7421948],0.3234338608631264
22,Llama.png,50,1000,alexnet,0.16820079392252918,[10.30399699],[1.7421948],0.3234338608631264
23,Llama.png,50,1000,alexnet,1.6916329535223436,[10.30399699],[1.7421948],0.3234338608631264
24,Llama.png,50,1000,alexnet,0.34736218673748986,[10.30399699],[1.7421948],0.3234338608631264
25,Llama.png,50,1000,alexnet,-0.2503027346071125,[10.30399699],[1.7421948],0.3234338608631264
26,Llama.png,50,1000,alexnet,-0.03521493271159404,[10.30399699],[1.7421948],0.3234338608631264
27,Llama.png,50,1000,alexnet,0.6619841576488383,[10.30399699],[1.7421948],0.3234338608631264
28,Llama.png,50,1000,alexnet,0.43767665797669153,[10.30399699],[1.7421948],0.3234338608631264
29,Llama.png,50,1000,alexnet,0.6331563597928511,[10.30399699],[1.7421948],0.3234338608631264
30,Llama.png,50,1000,alexnet,-1.0555978804295307,[10.30399699],[1.7421948],0.3234338608631264
31,Llama.png,50,1000,alexnet,1.2878024555088237,[10.30399699],[1.7421948],0.3234338608631264
32,Llama.png,50,1000,alexnet,0.28411510955826547,[10.30399699],[1.7421948],0.3234338608631264
33,Llama.png,50,1000,alexnet,0.23692832392868635,[10.30399699],[1.7421948],0.3234338608631264
34,Llama.png,50,1000,alexnet,1.150234509008782,[10.30399699],[1.7421948],0.3234338608631264
35,Llama.png,50,1000,alexnet,0.7638320008053281,[10.30399699],[1.7421948],0.3234338608631264
36,Llama.png,50,1000,alexnet,-0.030095023385383612,[10.30399699],[1.7421948],0.3234338608631264
37,Llama.png,50,1000,alexnet,-0.1935713596045039,[10.30399699],[1.7421948],0.3234338608631264
38,Llama.png,50,1000,alexnet,-0.32459195604389635,[10.30399699],[1.7421948],0.3234338608631264
39,Llama.png,50,1000,alexnet,-0.14341513897543212,[10.30399699],[1.7421948],0.3234338608631264
40,Llama.png,50,1000,alexnet,-0.3941763077599765,[10.30399699],[1.7421948],0.3234338608631264
41,Llama.png,50,1000,alexnet,0.7272219042262691,[10.30399699],[1.7421948],0.3234338608631264
42,Llama.png,50,1000,alexnet,0.7886360287933218,[10.30399699],[1.7421948],0.3234338608631264
43,Llama.png,50,1000,alexnet,1.4701336532566316,[10.30399699],[1.7421948],0.3234338608631264
44,Llama.png,50,1000,alexnet,1.0192496814082102,[10.30399699],[1.7421948],0.3234338608631264
45,Llama.png,50,1000,alexnet,0.37001392167008174,[10.30399699],[1.7421948],0.3234338608631264
46,Llama.png,50,1000,alexnet,0.7557406792357462,[10.30399699],[1.7421948],0.3234338608631264
47,Llama.png,50,1000,alexnet,0.2102860341791324,[10.30399699],[1.7421948],0.3234338608631264
48,Llama.png,50,1000,alexnet,0.6833679495397558,[10.30399699],[1.7421948],0.3234338608631264
